Source,Target,Type,Id
19,13,directed,196
19,13,directed,197
19,13,directed,202
19,13,directed,207
87,13,directed,2305
110,13,directed,1956
110,13,directed,1957
8,13,directed,1281
56,13,directed,2158
56,13,directed,2176
70,13,directed,2754
108,13,directed,1661
108,13,directed,1663
108,13,directed,1692
108,13,directed,1732
108,13,directed,1733
108,13,directed,1786
108,13,directed,1856
108,13,directed,2527
108,13,directed,2603
108,13,directed,3247
108,13,directed,3248
108,13,directed,3249
108,13,directed,3250
108,13,directed,3251
108,13,directed,3252
108,13,directed,3253
87,13,directed,2295
108,13,directed,3009
75,13,directed,461
64,13,directed,281
91,13,directed,2042
78,13,directed,2064
31,13,directed,3664
38,13,directed,479
70,13,directed,2785
74,13,directed,2782
56,13,directed,2177
102,13,directed,1417
46,13,directed,1636
109,13,directed,1420
8,13,directed,1282
16,13,directed,1401
38,13,directed,390
36,13,directed,485
103,13,directed,1461
31,13,directed,3701
11,13,directed,2974
64,13,directed,513
16,13,directed,1958
75,13,directed,1141
42,13,directed,537
39,13,directed,1745
103,13,directed,1862
78,13,directed,2090
16,13,directed,1757
42,13,directed,1271
103,13,directed,2729
16,13,directed,1901
103,13,directed,1424
103,13,directed,1421
56,13,directed,2262
64,13,directed,348
91,13,directed,2025
78,13,directed,2030
78,13,directed,2253
78,13,directed,2269
40,13,directed,1984
26,13,directed,3819
26,13,directed,3820
26,13,directed,3822
28,13,directed,3810
78,13,directed,2266
74,13,directed,2193
74,13,directed,2200
74,13,directed,2203
78,13,directed,2252
78,13,directed,2267
90,13,directed,2749
89,13,directed,1397
102,13,directed,1409
103,13,directed,1426
42,13,directed,1289
2,13,directed,1199
22,97,directed,313
108,97,directed,959
108,97,directed,1025
25,97,directed,2368
108,97,directed,2796
64,97,directed,1095
106,97,directed,2937
11,97,directed,3292
10,97,directed,3382
10,97,directed,3390
10,97,directed,3392
10,97,directed,3394
1,97,directed,3349
1,97,directed,3350
1,97,directed,3354
1,97,directed,3356
1,97,directed,3373
16,97,directed,912
38,97,directed,888
89,97,directed,1386
19,97,directed,338
103,97,directed,1705
103,97,directed,2616
108,97,directed,2510
101,97,directed,3065
101,97,directed,3214
79,97,directed,3180
103,97,directed,3036
75,97,directed,955
103,97,directed,2449
103,97,directed,2072
11,97,directed,3729
31,97,directed,3706
74,97,directed,2768
74,97,directed,2867
16,97,directed,981
50,97,directed,17
11,97,directed,3183
74,97,directed,2249
74,97,directed,2274
34,97,directed,354
56,97,directed,2204
16,97,directed,913
16,97,directed,1366
42,97,directed,990
6,97,directed,655
74,97,directed,2780
74,97,directed,2801
74,97,directed,2825
58,97,directed,686
16,97,directed,1648
84,97,directed,6
84,97,directed,7
84,97,directed,10
2,97,directed,1221
2,97,directed,1209
2,97,directed,1210
19,97,directed,158
19,97,directed,166
19,97,directed,171
19,97,directed,176
19,97,directed,181
19,97,directed,189
19,97,directed,195
19,97,directed,198
19,97,directed,203
19,97,directed,208
101,97,directed,773
101,97,directed,828
103,97,directed,1595
16,97,directed,1884
56,97,directed,2258
42,97,directed,567
108,97,directed,1549
108,97,directed,1549
78,97,directed,2272
81,97,directed,368
75,97,directed,599
16,97,directed,927
20,97,directed,2628
20,97,directed,2629
20,97,directed,2630
89,97,directed,1398
79,97,directed,3141
71,97,directed,3022
74,97,directed,2535
74,97,directed,2821
58,97,directed,550
64,97,directed,506
107,97,directed,736
108,97,directed,2465
70,97,directed,2732
70,97,directed,2734
70,97,directed,2736
70,97,directed,2739
70,97,directed,2741
74,97,directed,2586
74,97,directed,2776
79,97,directed,3117
79,97,directed,3121
38,97,directed,384
38,97,directed,388
38,97,directed,386
74,97,directed,2820
42,97,directed,526
42,97,directed,774
36,97,directed,547
108,97,directed,1306
16,97,directed,1150
103,97,directed,3560
103,97,directed,3564
11,97,directed,3501
16,97,directed,1883
19,97,directed,345
11,97,directed,3499
79,97,directed,3174
103,97,directed,1270
108,97,directed,1318
75,97,directed,947
108,97,directed,3778
43,97,directed,2597
16,97,directed,1674
16,97,directed,1676
16,97,directed,1149
91,97,directed,2043
42,97,directed,836
55,97,directed,3397
10,97,directed,3372
10,97,directed,3379
1,97,directed,3368
1,97,directed,3374
11,97,directed,3667
40,97,directed,2773
11,97,directed,3333
79,97,directed,3179
108,97,directed,3223
11,97,directed,2880
11,97,directed,3233
11,97,directed,3271
11,97,directed,3408
42,97,directed,848
108,97,directed,1119
16,97,directed,976
94,97,directed,1922
26,97,directed,3811
64,97,directed,125
74,97,directed,2310
74,97,directed,2311
107,97,directed,809
107,97,directed,810
107,97,directed,811
107,97,directed,812
74,97,directed,2167
103,97,directed,1568
103,97,directed,1568
108,97,directed,2539
43,97,directed,2542
64,97,directed,60
74,97,directed,2828
74,97,directed,2886
50,97,directed,106
38,97,directed,402
38,97,directed,381
38,97,directed,382
38,97,directed,383
74,97,directed,2606
108,97,directed,3465
38,97,directed,385
2,97,directed,1216
74,97,directed,2884
91,97,directed,2052
39,97,directed,1769
78,97,directed,2329
79,97,directed,3108
81,97,directed,360
108,97,directed,727
106,97,directed,2951
106,97,directed,2954
106,97,directed,2957
106,97,directed,2961
11,97,directed,3184
16,97,directed,1400
58,97,directed,586
91,97,directed,2012
108,97,directed,3584
40,97,directed,3493
40,97,directed,3512
74,97,directed,2169
6,97,directed,1211
6,97,directed,1571
6,97,directed,1571
91,97,directed,2002
16,97,directed,1590
16,97,directed,1591
16,97,directed,1592
108,97,directed,1169
11,97,directed,3497
103,97,directed,1514
38,97,directed,418
64,97,directed,1098
1,97,directed,3337
108,97,directed,3435
11,97,directed,3407
11,97,directed,3130
103,97,directed,2730
108,97,directed,651
108,97,directed,737
106,97,directed,2982
38,97,directed,477
74,97,directed,2216
103,97,directed,1352
106,97,directed,2966
50,97,directed,32
19,97,directed,131
75,97,directed,1020
75,97,directed,1021
75,97,directed,1022
71,97,directed,3098
79,97,directed,3090
79,97,directed,3105
103,97,directed,1864
91,97,directed,2032
91,97,directed,2035
103,97,directed,1707
75,97,directed,899
78,97,directed,2124
16,97,directed,719
70,97,directed,2816
70,97,directed,2818
70,97,directed,2833
70,97,directed,2835
70,97,directed,2837
46,97,directed,1640
91,97,directed,1999
25,97,directed,2431
103,97,directed,2485
56,97,directed,2381
56,97,directed,2434
91,97,directed,2380
78,87,directed,2399
108,87,directed,2373
65,87,directed,62
50,87,directed,89
50,87,directed,92
65,87,directed,80
103,87,directed,3011
103,87,directed,3021
11,87,directed,3048
70,97,directed,2891
70,97,directed,2893
70,97,directed,2894
70,97,directed,2895
70,97,directed,2896
70,97,directed,2902
70,97,directed,2903
74,97,directed,2971
74,97,directed,2973
61,97,directed,1947
61,97,directed,1948
110,97,directed,1960
73,97,directed,1795
73,97,directed,1796
39,97,directed,1779
39,97,directed,1781
43,97,directed,2593
50,97,directed,18
26,97,directed,3861
26,97,directed,3872
87,97,directed,2444
108,97,directed,1154
108,97,directed,1004
103,97,directed,3326
75,97,directed,454
87,97,directed,2285
27,97,directed,303
75,97,directed,986
103,97,directed,1905
19,97,directed,148
75,97,directed,948
53,97,directed,2383
108,97,directed,1370
108,97,directed,3846
103,97,directed,1473
38,97,directed,401
6,97,directed,1747
6,97,directed,1748
6,97,directed,1749
6,97,directed,1750
6,97,directed,1751
6,97,directed,1816
6,97,directed,1817
74,97,directed,2581
79,97,directed,3160
65,97,directed,78
19,97,directed,129
71,97,directed,3210
71,97,directed,3213
103,97,directed,2922
103,97,directed,2923
103,97,directed,2924
103,97,directed,2925
103,97,directed,2926
103,97,directed,2927
16,97,directed,1898
108,97,directed,1156
108,97,directed,1159
108,97,directed,1161
27,97,directed,290
108,97,directed,2466
103,97,directed,2472
100,97,directed,3526
50,97,directed,83
50,97,directed,111
108,97,directed,3588
16,97,directed,926
79,97,directed,3169
79,97,directed,3170
103,97,directed,1870
103,97,directed,2054
103,97,directed,3507
103,97,directed,3775
64,97,directed,61
16,97,directed,1299
58,97,directed,603
81,97,directed,604
58,97,directed,807
58,97,directed,815
38,97,directed,392
108,97,directed,922
46,97,directed,1539
46,97,directed,1540
46,97,directed,1541
46,97,directed,1539
46,97,directed,1540
46,97,directed,1541
22,3,directed,326
31,3,directed,3715
2,3,directed,1217
6,3,directed,1245
11,3,directed,3246
2,3,directed,1229
2,3,directed,1227
103,3,directed,2489
108,3,directed,942
16,3,directed,783
19,3,directed,128
64,3,directed,299
74,3,directed,2312
107,3,directed,730
39,3,directed,1715
39,3,directed,1716
75,3,directed,832
74,3,directed,2168
108,3,directed,992
108,3,directed,1110
108,3,directed,1739
84,3,directed,0
84,3,directed,3
84,3,directed,11
16,3,directed,1991
103,3,directed,1451
16,3,directed,1005
103,3,directed,1450
42,3,directed,1242
103,3,directed,1487
90,3,directed,2727
103,3,directed,3626
11,3,directed,3277
87,3,directed,2395
31,3,directed,3647
78,3,directed,2066
78,3,directed,2397
79,3,directed,3158
103,3,directed,2850
103,3,directed,3533
103,3,directed,3568
58,65,directed,554
58,65,directed,555
58,65,directed,560
79,65,directed,3076
79,65,directed,3087
79,65,directed,3075
106,65,directed,2914
46,65,directed,1645
108,65,directed,3774
26,65,directed,3805
78,65,directed,2139
103,65,directed,1854
61,29,directed,1935
61,19,directed,1941
61,24,directed,1944
61,67,directed,1938
74,98,directed,2636
40,34,directed,2615
74,65,directed,2635
103,56,directed,1801
103,4,directed,1807
103,32,directed,1810
103,1,directed,1814
6,56,directed,1752
6,87,directed,1753
42,90,directed,1688
108,101,directed,1666
6,102,directed,1671
106,23,directed,2930
106,34,directed,2932
106,65,directed,2917
11,12,directed,3521
22,19,directed,324
56,19,directed,2337
10,19,directed,3391
103,19,directed,2467
35,19,directed,965
93,19,directed,2551
56,19,directed,2205
58,19,directed,808
42,19,directed,1091
106,99,directed,2938
106,99,directed,2942
38,99,directed,404
108,8,directed,1522
25,8,directed,2382
25,8,directed,2435
103,8,directed,3534
91,8,directed,2098
103,8,directed,3418
11,8,directed,3457
79,8,directed,3123
53,19,directed,2132
75,8,directed,945
40,8,directed,1850
98,8,directed,594
74,8,directed,2248
78,8,directed,2061
83,8,directed,1190
16,8,directed,1026
16,8,directed,1027
16,97,directed,1028
16,8,directed,1029
16,8,directed,1030
16,88,directed,1035
16,15,directed,1986
16,26,directed,1989
108,15,directed,1181
16,26,directed,694
81,15,directed,371
81,26,directed,395
81,15,directed,474
87,26,directed,2424
19,15,directed,135
56,26,directed,2260
103,15,directed,3242
42,26,directed,931
42,15,directed,971
42,26,directed,543
42,104,directed,653
42,14,directed,682
74,14,directed,2493
74,14,directed,2534
103,48,directed,3200
36,45,directed,486
103,56,directed,2523
108,67,directed,1125
1,78,directed,3343
108,89,directed,3257
108,90,directed,3589
108,12,directed,3603
108,13,directed,3757
108,23,directed,879
108,34,directed,1347
108,45,directed,1667
108,67,directed,1725
108,89,directed,1744
108,90,directed,1848
108,90,directed,1849
108,90,directed,1872
108,90,directed,2001
75,90,directed,581
11,90,directed,3698
73,90,directed,1746
65,90,directed,52
70,90,directed,2890
103,103,directed,2486
11,103,directed,3041
101,103,directed,1024
16,103,directed,1886
16,103,directed,1963
94,103,directed,1923
103,103,directed,1861
103,103,directed,1876
103,103,directed,1877
103,103,directed,1878
103,103,directed,1931
40,103,directed,2506
91,103,directed,2103
91,103,directed,2209
91,103,directed,2308
74,103,directed,2128
74,103,directed,2129
74,103,directed,2218
74,103,directed,2219
74,103,directed,2245
74,103,directed,2441
74,103,directed,2442
74,103,directed,2443
78,103,directed,2117
78,103,directed,2404
78,103,directed,2406
78,103,directed,2414
75,103,directed,900
107,103,directed,801
75,103,directed,860
75,103,directed,895
107,103,directed,761
107,103,directed,776
107,103,directed,777
36,103,directed,886
108,103,directed,722
46,103,directed,1644
16,103,directed,1647
46,103,directed,1642
46,103,directed,1643
106,72,directed,2910
106,72,directed,2967
106,72,directed,2970
106,72,directed,2947
106,72,directed,2950
106,72,directed,2964
1,72,directed,3402
11,72,directed,3320
76,72,directed,3325
11,72,directed,3085
11,72,directed,3276
79,72,directed,3126
79,72,directed,3143
79,72,directed,3145
79,72,directed,3147
79,72,directed,3149
108,72,directed,3008
11,72,directed,3002
16,72,directed,1586
16,72,directed,1586
103,72,directed,1622
38,72,directed,380
16,72,directed,1294
81,72,directed,440
108,72,directed,1319
108,72,directed,3260
108,72,directed,3595
108,72,directed,3763
108,72,directed,3842
91,72,directed,2040
103,72,directed,1365
103,72,directed,1682
103,72,directed,1976
108,72,directed,1007
108,72,directed,1071
103,97,directed,3442
103,97,directed,3307
58,97,directed,556
108,97,directed,1132
108,23,directed,3256
81,23,directed,430
64,23,directed,282
64,23,directed,350
22,23,directed,319
31,23,directed,3688
103,23,directed,2521
103,23,directed,2879
43,23,directed,2596
19,23,directed,143
19,23,directed,144
19,23,directed,335
19,23,directed,339
50,23,directed,118
103,23,directed,1262
11,23,directed,3234
103,23,directed,1851
39,23,directed,1754
106,23,directed,2931
106,23,directed,2933
106,23,directed,2911
106,23,directed,2921
106,23,directed,2929
87,23,directed,2387
108,23,directed,1172
38,23,directed,399
103,23,directed,3434
11,23,directed,3231
11,23,directed,3313
11,23,directed,3321
100,23,directed,3528
108,23,directed,625
11,23,directed,2975
16,23,directed,693
16,23,directed,1304
103,23,directed,2074
103,23,directed,1477
16,23,directed,928
108,2,directed,963
90,2,directed,2725
90,2,directed,2726
108,2,directed,1456
16,2,directed,1895
103,2,directed,2145
16,2,directed,908
16,2,directed,1720
16,2,directed,1721
16,2,directed,1722
81,2,directed,434
90,77,directed,2579
16,77,directed,1173
16,77,directed,1892
81,77,directed,497
75,77,directed,833
87,77,directed,2420
36,77,directed,496
36,77,directed,532
108,77,directed,697
108,77,directed,798
58,77,directed,559
11,77,directed,3291
34,77,directed,355
108,77,directed,1637
108,77,directed,1656
108,77,directed,1658
46,77,directed,1626
16,77,directed,1975
16,77,directed,1685
98,77,directed,1714
103,77,directed,3554
11,77,directed,3411
103,77,directed,3332
16,77,directed,916
103,77,directed,3567
103,77,directed,3569
103,77,directed,3570
107,77,directed,780
107,77,directed,742
107,77,directed,743
107,77,directed,744
107,77,directed,745
107,77,directed,746
107,77,directed,747
107,77,directed,748
107,77,directed,749
107,77,directed,750
107,77,directed,751
107,77,directed,752
107,77,directed,753
107,77,directed,754
107,77,directed,755
107,77,directed,756
107,77,directed,757
107,77,directed,758
107,77,directed,787
107,77,directed,822
31,77,directed,3735
16,77,directed,1782
103,77,directed,3274
56,77,directed,2259
27,77,directed,304
11,77,directed,3294
19,77,directed,337
74,77,directed,2868
16,77,directed,1996
81,77,directed,436
2,77,directed,1226
79,77,directed,3159
103,77,directed,1628
103,77,directed,2998
103,97,directed,1516
108,97,directed,960
108,97,directed,1524
98,97,directed,1638
70,97,directed,2759
70,97,directed,2744
70,97,directed,2745
70,97,directed,2746
70,97,directed,2747
70,97,directed,2748
2,97,directed,1240
64,97,directed,346
108,97,directed,1278
108,97,directed,3301
11,97,directed,3431
87,97,directed,2439
42,97,directed,1660
31,97,directed,3691
31,97,directed,3695
11,97,directed,3042
11,97,directed,3043
11,97,directed,3046
11,97,directed,3047
11,97,directed,3049
11,97,directed,3051
11,97,directed,3053
11,97,directed,3055
11,97,directed,3057
11,97,directed,3058
11,97,directed,3059
40,97,directed,3620
31,97,directed,3724
108,97,directed,892
108,97,directed,2437
11,97,directed,3003
19,97,directed,185
19,97,directed,191
71,97,directed,2993
38,97,directed,415
38,97,directed,425
11,97,directed,3412
90,97,directed,2574
16,97,directed,883
74,97,directed,2633
74,97,directed,2120
74,97,directed,2121
74,97,directed,2122
74,97,directed,2123
64,97,directed,420
64,97,directed,423
11,97,directed,2976
11,97,directed,3432
26,97,directed,3791
111,97,directed,3870
108,97,directed,1323
108,97,directed,1325
108,97,directed,1329
108,97,directed,1332
108,97,directed,1354
31,97,directed,3680
81,97,directed,366
70,97,directed,2808
70,97,directed,2831
75,97,directed,443
90,97,directed,2566
70,97,directed,2733
70,97,directed,2735
70,97,directed,2737
70,97,directed,2740
81,97,directed,361
81,97,directed,873
81,97,directed,1045
75,97,directed,445
75,97,directed,619
64,97,directed,66
64,97,directed,98
64,97,directed,127
64,97,directed,279
64,97,directed,284
64,97,directed,291
64,97,directed,347
64,97,directed,353
74,97,directed,2590
83,97,directed,1185
108,97,directed,3300
36,97,directed,499
75,97,directed,905
75,97,directed,906
109,97,directed,1440
101,97,directed,1379
89,97,directed,1407
103,97,directed,1429
33,97,directed,1194
33,97,directed,1195
33,97,directed,1196
46,97,directed,1561
46,97,directed,1561
103,97,directed,1627
6,97,directed,1543
6,97,directed,1548
6,97,directed,1572
6,97,directed,1573
6,97,directed,1574
6,97,directed,1575
6,97,directed,1579
6,97,directed,1580
6,97,directed,1581
6,97,directed,1543
6,97,directed,1548
6,97,directed,1572
6,97,directed,1573
6,97,directed,1574
6,97,directed,1575
6,97,directed,1579
6,97,directed,1580
6,97,directed,1581
103,97,directed,1447
42,97,directed,529
84,97,directed,8
84,97,directed,12
74,97,directed,2583
74,97,directed,2783
16,97,directed,870
42,97,directed,803
74,97,directed,2502
74,97,directed,2503
74,97,directed,2558
103,97,directed,2859
103,97,directed,3068
108,97,directed,2455
75,97,directed,620
87,97,directed,2293
108,97,directed,2537
108,97,directed,2538
108,97,directed,2939
106,97,directed,2916
16,97,directed,1740
64,97,directed,55
81,97,directed,858
103,97,directed,2060
19,97,directed,145
103,97,directed,2602
74,97,directed,2119
79,97,directed,3118
103,97,directed,2057
31,97,directed,3649
103,97,directed,3787
103,97,directed,1263
108,97,directed,1587
108,97,directed,1587
1,13,directed,3358
79,13,directed,3116
79,13,directed,3120
103,13,directed,1472
103,13,directed,1474
103,13,directed,1480
103,13,directed,1513
108,13,directed,856
108,13,directed,915
108,13,directed,1037
108,13,directed,1038
108,13,directed,1316
108,13,directed,3481
108,13,directed,3541
108,13,directed,3600
108,13,directed,3754
108,13,directed,3765
108,13,directed,3837
16,13,directed,765
16,13,directed,973
16,13,directed,1343
16,13,directed,1719
16,13,directed,1888
107,13,directed,802
58,13,directed,589
56,13,directed,2235
98,13,directed,1727
36,13,directed,837
91,13,directed,1998
91,13,directed,2015
91,13,directed,2049
91,13,directed,2341
74,13,directed,2605
74,13,directed,2607
74,13,directed,2763
74,13,directed,2764
74,13,directed,2766
74,13,directed,2883
31,13,directed,3705
79,13,directed,3091
79,13,directed,3104
79,13,directed,3115
79,13,directed,3151
79,13,directed,3196
79,13,directed,3198
103,13,directed,1286
103,13,directed,1799
103,13,directed,1871
103,13,directed,2055
103,13,directed,2056
103,13,directed,2513
103,13,directed,2514
103,13,directed,2515
103,13,directed,2516
103,13,directed,2520
103,13,directed,2839
103,13,directed,2862
103,13,directed,3010
103,13,directed,3032
103,13,directed,3489
103,13,directed,3544
108,13,directed,623
108,13,directed,624
108,13,directed,646
108,13,directed,647
108,13,directed,649
108,13,directed,650
108,13,directed,654
108,13,directed,661
108,13,directed,720
108,13,directed,733
108,13,directed,768
108,13,directed,772
108,13,directed,778
108,13,directed,805
108,13,directed,806
108,13,directed,843
108,13,directed,844
108,13,directed,851
108,13,directed,852
108,13,directed,853
108,13,directed,855
108,13,directed,866
108,13,directed,867
108,13,directed,877
108,13,directed,887
108,13,directed,889
108,13,directed,914
108,13,directed,925
108,13,directed,946
108,13,directed,962
108,13,directed,966
108,13,directed,968
108,13,directed,1036
108,13,directed,1066
108,13,directed,1069
108,13,directed,1108
108,13,directed,1111
108,13,directed,1120
108,13,directed,1130
108,13,directed,1166
108,13,directed,1167
108,13,directed,1265
108,13,directed,1266
108,13,directed,1267
108,13,directed,1284
108,13,directed,1292
108,13,directed,1298
108,13,directed,1344
108,13,directed,1402
108,13,directed,1454
108,13,directed,1455
108,13,directed,1458
108,13,directed,1459
108,13,directed,1462
108,13,directed,1481
108,13,directed,1484
108,13,directed,1489
108,13,directed,1490
108,13,directed,1492
108,13,directed,1497
108,13,directed,1498
108,13,directed,1500
108,13,directed,1502
108,13,directed,1503
108,13,directed,1504
108,13,directed,1507
108,13,directed,1511
108,13,directed,1512
108,13,directed,1520
108,13,directed,1525
108,13,directed,1532
108,13,directed,1533
108,13,directed,1534
108,13,directed,1550
108,13,directed,1551
108,13,directed,1552
108,13,directed,1553
108,13,directed,1584
108,13,directed,1532
108,13,directed,1533
108,13,directed,1534
108,13,directed,1550
108,13,directed,1551
108,13,directed,1552
108,13,directed,1553
108,13,directed,1584
108,13,directed,1659
108,13,directed,1662
108,13,directed,1664
108,13,directed,1665
108,13,directed,1668
108,13,directed,1669
108,13,directed,1711
108,13,directed,1738
108,13,directed,1763
108,13,directed,1764
108,13,directed,1765
108,13,directed,1766
108,13,directed,1767
108,13,directed,1833
108,13,directed,1841
108,13,directed,1852
108,13,directed,1879
108,13,directed,1880
108,13,directed,1903
108,13,directed,1949
108,13,directed,1950
108,13,directed,2007
108,13,directed,2016
108,13,directed,2464
108,13,directed,2512
108,13,directed,2546
108,13,directed,2806
108,13,directed,3044
108,13,directed,3072
108,13,directed,3229
108,13,directed,3278
108,13,directed,3279
108,13,directed,3280
108,13,directed,3281
108,13,directed,3282
108,13,directed,3283
108,13,directed,3284
108,13,directed,3285
108,13,directed,3286
108,13,directed,3287
108,13,directed,3308
108,13,directed,3309
108,13,directed,3323
108,13,directed,3451
108,13,directed,3452
108,13,directed,3470
108,13,directed,3471
108,13,directed,3472
108,13,directed,3473
108,13,directed,3476
108,13,directed,3477
108,13,directed,3478
108,13,directed,3479
108,13,directed,3485
108,13,directed,3486
108,13,directed,3495
108,13,directed,3511
108,13,directed,3537
108,13,directed,3538
108,13,directed,3539
108,13,directed,3575
108,13,directed,3586
108,13,directed,3587
108,13,directed,3611
108,13,directed,3621
108,13,directed,3622
108,13,directed,3702
108,13,directed,3717
108,13,directed,3718
108,13,directed,3747
108,13,directed,3748
108,13,directed,3749
108,13,directed,3750
108,13,directed,3751
108,13,directed,3752
108,13,directed,3753
108,13,directed,3779
108,13,directed,3786
108,13,directed,3806
108,13,directed,3807
108,13,directed,3830
108,13,directed,3831
108,13,directed,3836
64,13,directed,507
22,13,directed,321
2,13,directed,1233
64,13,directed,515
108,13,directed,3263
103,13,directed,2861
108,13,directed,1041
108,13,directed,1067
108,13,directed,1290
16,13,directed,705
16,13,directed,977
16,13,directed,978
16,13,directed,979
16,13,directed,1293
16,13,directed,1357
16,13,directed,1359
16,13,directed,1363
16,13,directed,1364
103,13,directed,3625
90,13,directed,2580
42,13,directed,1566
42,13,directed,1566
103,13,directed,1835
103,13,directed,2149
108,13,directed,1164
108,13,directed,3844
11,13,directed,3616
16,13,directed,1341
40,13,directed,2797
75,13,directed,950
42,13,directed,1564
42,13,directed,1565
42,13,directed,1564
42,13,directed,1565
91,13,directed,2024
91,13,directed,2111
91,13,directed,2152
91,13,directed,2352
74,13,directed,2247
74,13,directed,2500
6,13,directed,1812
6,13,directed,1837
87,13,directed,2384
108,13,directed,2423
64,29,directed,373
26,29,directed,3793
26,29,directed,3796
26,29,directed,3818
26,29,directed,3847
26,29,directed,3865
33,29,directed,1187
111,29,directed,3867
58,29,directed,710
91,29,directed,2033
91,29,directed,2036
103,29,directed,1865
11,29,directed,3083
27,13,directed,302
53,13,directed,2207
53,13,directed,2327
103,13,directed,1937
108,13,directed,3519
108,13,directed,3532
64,13,directed,510
108,13,directed,1383
75,13,directed,841
78,13,directed,2058
78,13,directed,2083
56,13,directed,2183
70,13,directed,2904
38,13,directed,391
73,13,directed,1771
103,13,directed,2482
103,13,directed,2846
87,13,directed,2302
74,13,directed,2819
11,13,directed,3437
11,13,directed,3314
11,13,directed,2898
27,13,directed,288
103,13,directed,3241
108,13,directed,1345
16,13,directed,1788
20,13,directed,2619
20,13,directed,2620
16,13,directed,1890
42,13,directed,1491
106,13,directed,2915
103,13,directed,2463
11,13,directed,3545
42,13,directed,1068
42,13,directed,1093
42,13,directed,1109
42,13,directed,1535
42,13,directed,1536
42,13,directed,1535
42,13,directed,1536
31,13,directed,3677
87,13,directed,2303
87,13,directed,2304
87,13,directed,2309
87,13,directed,2393
87,13,directed,2413
27,13,directed,314
93,13,directed,1970
90,13,directed,2622
20,13,directed,2618
70,13,directed,2872
58,13,directed,605
58,13,directed,817
91,13,directed,2039
75,13,directed,530
103,13,directed,2080
11,13,directed,3334
108,13,directed,970
75,13,directed,907
56,13,directed,2429
20,13,directed,2631
16,13,directed,1917
16,13,directed,1731
108,13,directed,1145
74,13,directed,2826
103,13,directed,2480
108,13,directed,2453
108,13,directed,2522
108,13,directed,3239
108,13,directed,2989
108,13,directed,3261
108,13,directed,3484
108,13,directed,788
108,13,directed,943
108,13,directed,1523
103,97,directed,3671
16,97,directed,1977
20,97,directed,2720
78,97,directed,2254
78,97,directed,2277
58,97,directed,633
58,97,directed,638
58,97,directed,641
58,97,directed,643
103,97,directed,2448
47,97,directed,1011
108,97,directed,845
108,97,directed,1127
79,97,directed,3228
81,97,directed,470
81,97,directed,472
81,97,directed,834
73,97,directed,1770
103,97,directed,1868
103,97,directed,3215
103,97,directed,3447
50,97,directed,63
19,97,directed,344
40,97,directed,2869
84,97,directed,13
50,97,directed,117
102,97,directed,1418
42,97,directed,1446
31,97,directed,3728
103,97,directed,3067
31,97,directed,3645
31,97,directed,3663
31,97,directed,3732
78,97,directed,2093
103,97,directed,3490
103,97,directed,3641
